model,time,acc,loss,val_acc,val_loss
model-1720839340,1720839475.499,0.68,0.198,0.84,0.1264
model-1720839340,1720839475.559,0.72,0.1795,0.66,0.2249
model-1720839340,1720839475.621,0.77,0.1629,0.78,0.1868
model-1720839340,1720839475.682,0.74,0.163,0.78,0.1581
model-1720839340,1720839475.745,0.78,0.1525,0.66,0.1523
model-1720839340,1720839475.806,0.75,0.1586,0.62,0.221
model-1720839340,1720839475.865,0.71,0.1906,0.84,0.0998
model-1720839340,1720839475.924,0.71,0.1724,0.78,0.1411
model-1720839340,1720839475.99,0.79,0.1426,0.81,0.1403
model-1720839340,1720839476.045,0.71,0.1685,0.84,0.1496
model-1720839340,1720839476.103,0.79,0.1581,0.75,0.1661
model-1720839340,1720839476.179,0.81,0.1331,0.59,0.2548
model-1720839340,1720839476.248,0.68,0.2075,0.78,0.1322
model-1720839340,1720839476.314,0.79,0.145,0.81,0.1488
model-1720839340,1720839476.386,0.84,0.1164,0.69,0.1811
model-1720839340,1720839476.445,0.69,0.209,0.66,0.2269
model-1720839340,1720839476.504,0.75,0.1778,0.56,0.2923
model-1720839340,1720839476.569,0.76,0.1593,0.72,0.1963
model-1720839340,1720839476.626,0.79,0.1334,0.78,0.1699
model-1720839340,1720839476.683,0.74,0.1729,0.81,0.1148
model-1720839340,1720839476.739,0.71,0.179,0.88,0.1009
model-1720839340,1720839476.798,0.81,0.1373,0.78,0.176
model-1720839340,1720839476.855,0.78,0.1567,0.69,0.2265
model-1720839340,1720839476.93,0.84,0.137,0.81,0.1641
model-1720839340,1720839476.991,0.81,0.1439,0.78,0.1536
model-1720839340,1720839477.052,0.76,0.1524,0.62,0.1934
model-1720839340,1720839477.109,0.85,0.1355,0.81,0.1419
model-1720839340,1720839477.176,0.74,0.1659,0.69,0.2353
model-1720839340,1720839477.237,0.81,0.1446,0.66,0.2151
model-1720839340,1720839477.297,0.75,0.1605,0.81,0.1395
model-1720839340,1720839477.389,0.75,0.1537,0.81,0.1502
model-1720839340,1720839477.453,0.78,0.1502,0.78,0.155
model-1720839340,1720839477.523,0.78,0.1489,0.78,0.1654
model-1720839340,1720839477.592,0.78,0.1608,0.69,0.2121
model-1720839340,1720839477.666,0.69,0.2057,0.84,0.1254
model-1720839340,1720839477.729,0.81,0.124,0.59,0.2605
model-1720839340,1720839477.801,0.78,0.1602,0.75,0.171
model-1720839340,1720839477.875,0.76,0.1701,0.69,0.1835
model-1720839340,1720839477.944,0.75,0.146,0.81,0.1247
model-1720839340,1720839478.017,0.8,0.1431,0.72,0.176
model-1720839340,1720839478.082,0.76,0.1641,0.78,0.1507
model-1720839340,1720839478.147,0.79,0.1397,0.69,0.2143
model-1720839340,1720839478.219,0.75,0.1669,0.88,0.0926
model-1720839340,1720839478.312,0.73,0.162,0.69,0.2359
model-1720839340,1720839478.383,0.86,0.1198,0.72,0.1764
model-1720839340,1720839478.457,0.81,0.1401,0.62,0.2145
model-1720839340,1720839478.548,0.78,0.1643,0.69,0.2122
model-1720839340,1720839478.639,0.79,0.1451,0.84,0.1372
model-1720839340,1720839478.711,0.75,0.1599,0.84,0.1308
model-1720839340,1720839478.789,0.69,0.1961,0.72,0.177
model-1720839340,1720839478.857,0.84,0.1372,0.66,0.2439
model-1720839340,1720839478.918,0.79,0.1568,0.72,0.1457
model-1720839340,1720839478.978,0.79,0.1461,0.78,0.1508
model-1720839340,1720839479.041,0.71,0.1925,0.75,0.1311
model-1720839340,1720839479.106,0.76,0.1571,0.78,0.1959
model-1720839340,1720839479.165,0.81,0.136,0.78,0.1426
model-1720839340,1720839479.281,0.81,0.1426,0.62,0.2296
model-1720839340,1720839479.352,0.82,0.1339,0.69,0.1596
model-1720839340,1720839479.421,0.84,0.1223,0.66,0.2101
model-1720839340,1720839479.489,0.74,0.1784,0.75,0.2053
model-1720839340,1720839479.555,0.82,0.1399,0.81,0.1382
model-1720839340,1720839479.614,0.82,0.129,0.78,0.1488
model-1720839340,1720839479.678,0.77,0.1437,0.91,0.1146
model-1720839340,1720839479.747,0.74,0.1756,0.78,0.1472
model-1720839340,1720839479.816,0.78,0.1568,0.69,0.1875
model-1720839340,1720839479.925,0.73,0.1898,0.69,0.1978
model-1720839340,1720839480.004,0.8,0.1352,0.91,0.1109
model-1720839340,1720839480.076,0.82,0.1265,0.75,0.1749
model-1720839340,1720839480.153,0.79,0.1665,0.69,0.1868
model-1720839340,1720839480.224,0.7,0.1712,0.66,0.1904
model-1720839340,1720839480.297,0.78,0.169,0.66,0.1894
model-1720839340,1720839480.367,0.69,0.1958,0.66,0.2119
model-1720839340,1720839480.424,0.79,0.142,0.72,0.1842
model-1720839340,1720839480.485,0.83,0.1584,0.72,0.1672
model-1720839340,1720839480.62,0.78,0.1477,0.75,0.1539
model-1720839340,1720839480.679,0.81,0.1339,0.88,0.1058
model-1720839340,1720839480.741,0.71,0.1879,0.69,0.1635
model-1720839340,1720839480.793,0.82,0.1394,0.88,0.1355
model-1720839340,1720839480.857,0.79,0.1711,0.69,0.1972
model-1720839340,1720839480.917,0.82,0.1338,0.84,0.1603
model-1720839340,1720839480.988,0.8,0.1537,0.78,0.1747
model-1720839340,1720839481.056,0.75,0.166,0.69,0.1765
model-1720839340,1720839481.13,0.79,0.1634,0.78,0.1919
model-1720839340,1720839481.246,0.81,0.1478,0.75,0.1762
model-1720839340,1720839481.321,0.77,0.1534,0.62,0.2191
model-1720839340,1720839481.447,0.82,0.1362,0.66,0.1792
model-1720839340,1720839481.525,0.81,0.1416,0.75,0.1614
model-1720839340,1720839481.588,0.88,0.1054,0.59,0.2252
model-1720839340,1720839481.652,0.83,0.1314,0.75,0.1858
model-1720839340,1720839481.712,0.81,0.1443,0.72,0.1756
model-1720839340,1720839481.77,0.82,0.1236,0.94,0.0791
model-1720839340,1720839481.83,0.79,0.1459,0.78,0.1234
model-1720839340,1720839481.889,0.76,0.1702,0.66,0.2318
model-1720839340,1720839481.949,0.83,0.1137,0.69,0.1948
model-1720839340,1720839482.008,0.86,0.1234,0.66,0.2119
model-1720839340,1720839482.068,0.87,0.1037,0.88,0.1271
model-1720839340,1720839482.17,0.75,0.1637,0.69,0.1742
model-1720839340,1720839482.226,0.83,0.1316,0.84,0.114
model-1720839340,1720839482.286,0.79,0.1457,0.81,0.138
model-1720839340,1720839482.338,0.85,0.113,0.88,0.1369
model-1720839340,1720839482.394,0.78,0.1621,0.66,0.2058
model-1720839340,1720839482.445,0.78,0.1667,0.88,0.0963
model-1720839340,1720839482.501,0.77,0.1589,0.78,0.1482
model-1720839340,1720839482.562,0.8,0.135,0.62,0.2057
model-1720839340,1720839482.635,0.83,0.1369,0.78,0.1547
model-1720839340,1720839482.695,0.8,0.1558,0.59,0.2367
model-1720839340,1720839482.756,0.77,0.1711,0.78,0.1371
model-1720839340,1720839482.816,0.76,0.1603,0.78,0.1463
model-1720839340,1720839482.869,0.75,0.1691,0.78,0.1456
model-1720839340,1720839482.924,0.77,0.1787,0.78,0.1604
model-1720839340,1720839482.983,0.85,0.1367,0.75,0.171
model-1720839340,1720839483.04,0.82,0.1295,0.69,0.1928
model-1720839340,1720839483.095,0.74,0.1723,0.78,0.1439
model-1720839340,1720839483.15,0.82,0.1394,0.72,0.2268
model-1720839340,1720839483.214,0.81,0.1335,0.69,0.1922
model-1720839340,1720839483.275,0.84,0.1196,0.59,0.2337
model-1720839340,1720839483.337,0.78,0.1596,0.72,0.171
model-1720839340,1720839483.406,0.83,0.1335,0.69,0.172
model-1720839340,1720839483.464,0.75,0.178,0.69,0.1671
model-1720839340,1720839483.52,0.73,0.1579,0.75,0.1467
model-1720839340,1720839483.582,0.83,0.1166,0.81,0.1303
model-1720839340,1720839483.64,0.8,0.1511,0.69,0.2218
model-1720839340,1720839483.702,0.78,0.1472,0.72,0.2195
model-1720839340,1720839483.764,0.8,0.1451,0.78,0.1918
model-1720839340,1720839483.818,0.88,0.1064,0.91,0.1005
model-1720839340,1720839483.872,0.77,0.1481,0.75,0.1671
model-1720839340,1720839483.94,0.78,0.1503,0.69,0.19
model-1720839340,1720839484.004,0.81,0.1268,0.75,0.1562
model-1720839340,1720839484.079,0.77,0.1489,0.62,0.233
model-1720839340,1720839484.146,0.77,0.1651,0.78,0.1593
model-1720839340,1720839484.211,0.8,0.1347,0.66,0.2326
model-1720839340,1720839484.271,0.81,0.1259,0.81,0.1482
model-1720839340,1720839484.339,0.79,0.1503,0.75,0.1552
model-1720839340,1720839484.389,0.76,0.1602,0.78,0.1326
model-1720839340,1720839484.452,0.81,0.1466,0.72,0.2023
model-1720839340,1720839484.509,0.82,0.1374,0.72,0.1814
model-1720839340,1720839484.573,0.83,0.1214,0.78,0.1542
model-1720839340,1720839484.635,0.75,0.1661,0.59,0.2136
model-1720839340,1720839484.719,0.82,0.131,0.72,0.1804
model-1720839340,1720839484.788,0.8,0.145,0.78,0.1458
model-1720839340,1720839484.853,0.74,0.1571,0.69,0.198
model-1720839340,1720839484.913,0.79,0.1379,0.72,0.1641
model-1720839340,1720839484.979,0.8,0.1469,0.69,0.2308
model-1720839340,1720839485.037,0.74,0.1766,0.75,0.2091
model-1720839340,1720839485.088,0.82,0.1313,0.72,0.1701
model-1720839340,1720839485.142,0.74,0.1659,0.75,0.1478
model-1720839340,1720839485.192,0.75,0.1815,0.81,0.1566
model-1720839340,1720839485.247,0.8,0.1332,0.69,0.19
model-1720839340,1720839485.305,0.84,0.1263,0.81,0.1339
model-1720839340,1720839485.366,0.76,0.1933,0.59,0.2485
model-1720839340,1720839485.426,0.82,0.1448,0.72,0.1643
model-1720839340,1720839485.492,0.84,0.1113,0.69,0.255
model-1720839340,1720839485.557,0.78,0.1512,0.69,0.1679
model-1720839340,1720839485.621,0.8,0.1314,0.69,0.2013
model-1720839340,1720839485.682,0.75,0.1789,0.72,0.188
model-1720839340,1720839485.739,0.82,0.1395,0.69,0.2041
model-1720839340,1720839485.8,0.83,0.1257,0.59,0.1953
model-1720839340,1720839485.858,0.73,0.1805,0.69,0.2124
model-1720839340,1720839485.919,0.78,0.1558,0.81,0.1344
model-1720839340,1720839485.989,0.8,0.1541,0.66,0.2097
model-1720839340,1720839486.052,0.83,0.1525,0.66,0.2102
model-1720839340,1720839486.107,0.78,0.1679,0.72,0.1972
model-1720839340,1720839486.161,0.79,0.1492,0.62,0.2674
model-1720839340,1720839486.223,0.78,0.1566,0.72,0.231
model-1720839340,1720839486.277,0.72,0.1942,0.69,0.2472
model-1720839340,1720839486.347,0.84,0.1206,0.78,0.1793
model-1720839340,1720839486.4,0.81,0.1433,0.56,0.261
model-1720839340,1720839486.452,0.82,0.1373,0.66,0.1973
model-1720839340,1720839486.514,0.77,0.1557,0.75,0.174
model-1720839340,1720839486.571,0.77,0.1644,0.69,0.2547
model-1720839340,1720839486.625,0.84,0.1298,0.78,0.1412
model-1720839340,1720839486.677,0.84,0.1462,0.81,0.1516
model-1720839340,1720839486.736,0.8,0.1432,0.84,0.1061
model-1720839340,1720839486.8,0.79,0.1563,0.69,0.2302
model-1720839340,1720839486.866,0.78,0.1466,0.78,0.2163
model-1720839340,1720839486.925,0.77,0.1456,0.84,0.156
model-1720839340,1720839486.993,0.74,0.1891,0.75,0.2265
model-1720839340,1720839487.048,0.82,0.1401,0.88,0.1449
model-1720839340,1720839487.105,0.83,0.139,0.72,0.1672
model-1720839340,1720839487.161,0.77,0.1538,0.59,0.271
model-1720839340,1720839487.214,0.82,0.1319,0.81,0.1161
model-1720839340,1720839487.269,0.71,0.19,0.81,0.1548
model-1720839340,1720839487.323,0.82,0.1297,0.69,0.2198
model-1720839340,1720839487.375,0.83,0.1238,0.75,0.1797
model-1720839340,1720839487.439,0.81,0.1508,0.75,0.1718
model-1720839340,1720839487.501,0.81,0.1354,0.62,0.2542
model-1720839340,1720839487.557,0.81,0.1439,0.66,0.2104
model-1720839340,1720839487.625,0.75,0.149,0.75,0.159
model-1720839340,1720839487.691,0.86,0.1226,0.75,0.173
model-1720839340,1720839487.753,0.77,0.1588,0.75,0.1639
model-1720839340,1720839487.816,0.77,0.146,0.78,0.1759
model-1720839340,1720839487.876,0.82,0.1517,0.81,0.1702
model-1720839340,1720839487.944,0.74,0.157,0.72,0.1964
model-1720839340,1720839488.024,0.81,0.1328,0.72,0.2335
model-1720839340,1720839488.099,0.78,0.1573,0.78,0.1818
model-1720839340,1720839488.182,0.75,0.1793,0.81,0.142
model-1720839340,1720839488.304,0.83,0.1487,0.75,0.1515
model-1720839340,1720839488.373,0.83,0.1366,0.66,0.2117
model-1720839340,1720839488.525,0.83,0.1427,0.78,0.1724
model-1720839340,1720839488.657,0.76,0.1602,0.84,0.1233
model-1720839340,1720839488.751,0.74,0.189,0.78,0.1509
model-1720839340,1720839488.863,0.84,0.1106,0.69,0.1954
model-1720839340,1720839488.94,0.76,0.1595,0.75,0.1896
model-1720839340,1720839489.001,0.75,0.1633,0.81,0.1287
model-1720839340,1720839489.056,0.78,0.1448,0.91,0.1071
model-1720839340,1720839489.113,0.74,0.16,0.81,0.1065
model-1720839340,1720839489.166,0.8,0.1649,0.78,0.1555
model-1720839340,1720839489.221,0.79,0.1376,0.75,0.2159
model-1720839340,1720839489.277,0.73,0.1692,0.81,0.1468
model-1720839340,1720839489.344,0.81,0.1619,0.62,0.2337
model-1720839340,1720839489.407,0.8,0.139,0.59,0.253
model-1720839340,1720839489.474,0.78,0.1637,0.78,0.1644
model-1720839340,1720839489.534,0.72,0.1999,0.78,0.1538
model-1720839340,1720839489.592,0.8,0.1526,0.56,0.2889
model-1720839340,1720839489.655,0.66,0.2241,0.72,0.1892
model-1720839340,1720839489.714,0.79,0.1521,0.75,0.1635
model-1720839340,1720839489.778,0.76,0.1678,0.81,0.1254
model-1720839340,1720839489.845,0.81,0.1336,0.75,0.1338
model-1720839340,1720839489.918,0.75,0.1668,0.62,0.1747
model-1720839340,1720839489.995,0.76,0.1522,0.66,0.1907
model-1720839340,1720839490.111,0.81,0.1468,0.62,0.2281
model-1720839340,1720839490.206,0.79,0.1436,0.81,0.1285
model-1720839340,1720839490.294,0.75,0.149,0.78,0.1863
model-1720839340,1720839490.362,0.78,0.1486,0.78,0.1548
model-1720839340,1720839490.427,0.77,0.1662,0.66,0.2062
model-1720839340,1720839490.485,0.7,0.2029,0.75,0.1875
model-1720839340,1720839490.553,0.7,0.1835,0.69,0.1844
model-1720839340,1720839490.614,0.75,0.1726,0.66,0.231
model-1720839340,1720839490.67,0.75,0.1667,0.72,0.2308
model-1720839340,1720839490.728,0.76,0.147,0.62,0.214
model-1720839340,1720839490.788,0.76,0.1604,0.66,0.2081
model-1720839340,1720839490.843,0.73,0.1868,0.84,0.1288
model-1720839340,1720839490.908,0.71,0.1759,0.72,0.1478
model-1720839340,1720839490.979,0.73,0.1552,0.75,0.1501
model-1720839340,1720839491.042,0.76,0.1628,0.78,0.1867
model-1720839340,1720839491.123,0.79,0.1406,0.66,0.2265
model-1720839340,1720839491.195,0.81,0.1359,0.81,0.1891
model-1720839340,1720839491.262,0.69,0.2074,0.75,0.1996
model-1720839340,1720839491.332,0.74,0.1718,0.88,0.1245
model-1720839340,1720839491.399,0.82,0.1194,0.84,0.1264
model-1720839340,1720839491.461,0.76,0.1807,0.69,0.1865
model-1720839340,1720839491.519,0.74,0.1624,0.72,0.1765
model-1720839340,1720839491.593,0.76,0.1514,0.81,0.1396
model-1720839340,1720839491.659,0.81,0.1323,0.75,0.1632
model-1720839340,1720839491.728,0.71,0.1847,0.69,0.1659
model-1720839340,1720839491.812,0.76,0.1658,0.84,0.1179
model-1720839340,1720839491.901,0.83,0.1293,0.78,0.1207
model-1720839340,1720839491.991,0.81,0.1501,0.62,0.2215
model-1720839340,1720839492.076,0.81,0.1344,0.62,0.2303
model-1720839340,1720839492.144,0.78,0.1536,0.69,0.2285
model-1720839340,1720839492.223,0.78,0.1615,0.72,0.147
model-1720839340,1720839492.299,0.8,0.1398,0.62,0.2194
model-1720839340,1720839492.384,0.74,0.1623,0.69,0.1831
model-1720839340,1720839492.452,0.81,0.1485,0.81,0.1467
model-1720839340,1720839492.518,0.74,0.16,0.78,0.1776
model-1720839340,1720839492.575,0.73,0.1576,0.66,0.2256
model-1720839340,1720839492.631,0.79,0.1419,0.78,0.1801
model-1720839340,1720839492.686,0.79,0.147,0.78,0.1608
model-1720839340,1720839492.753,0.74,0.1622,0.75,0.1527
model-1720839340,1720839492.821,0.74,0.1703,0.66,0.2001
model-1720839340,1720839492.884,0.81,0.1243,0.78,0.1792
model-1720839340,1720839492.94,0.74,0.1581,0.69,0.227
model-1720839340,1720839493.026,0.73,0.1725,0.88,0.1411
model-1720839340,1720839493.096,0.75,0.1586,0.72,0.1977
model-1720839340,1720839493.165,0.8,0.1539,0.66,0.2018
model-1720839340,1720839493.23,0.77,0.1465,0.81,0.144
model-1720839340,1720839493.299,0.81,0.1281,0.69,0.2342
model-1720839340,1720839493.374,0.75,0.1576,0.62,0.2338
model-1720839340,1720839493.44,0.74,0.164,0.78,0.1418
model-1720839340,1720839493.51,0.83,0.1207,0.81,0.1437
model-1720839340,1720839493.579,0.88,0.1182,0.69,0.1839
model-1720839340,1720839493.669,0.78,0.1486,0.72,0.2205
model-1720839340,1720839493.735,0.81,0.1457,0.69,0.1845
model-1720839340,1720839493.816,0.72,0.1748,0.59,0.2438
model-1720839340,1720839493.878,0.71,0.1911,0.69,0.2221
model-1720839340,1720839493.976,0.82,0.1442,0.75,0.1683
model-1720839340,1720839494.047,0.77,0.1599,0.72,0.1623
model-1720839340,1720839494.125,0.8,0.1365,0.81,0.1507
model-1720839340,1720839494.19,0.71,0.1903,0.69,0.2267
model-1720839340,1720839494.257,0.81,0.1441,0.84,0.156
model-1720839340,1720839494.329,0.82,0.1277,0.81,0.1229
model-1720839340,1720839494.394,0.82,0.1322,0.75,0.1727
model-1720839340,1720839494.453,0.86,0.1259,0.59,0.2597
model-1720839340,1720839494.516,0.82,0.1242,0.91,0.0721
model-1720839340,1720839494.578,0.78,0.1633,0.66,0.2094
model-1720839340,1720839494.647,0.77,0.1453,0.62,0.2025
model-1720839340,1720839494.725,0.82,0.1272,0.88,0.0938
model-1720839340,1720839494.792,0.8,0.1384,0.72,0.1808
model-1720839340,1720839494.86,0.79,0.1595,0.81,0.1238
model-1720839340,1720839494.933,0.78,0.1563,0.78,0.1623
model-1720839340,1720839495.0,0.75,0.1835,0.69,0.1906
model-1720839340,1720839495.061,0.79,0.133,0.78,0.1296
model-1720839340,1720839495.125,0.83,0.1175,0.75,0.125
model-1720839340,1720839495.194,0.8,0.1638,0.75,0.1747
model-1720839340,1720839495.288,0.74,0.1618,0.78,0.1461
model-1720839340,1720839495.362,0.78,0.1613,0.91,0.088
model-1720839340,1720839495.446,0.73,0.1836,0.75,0.1651
model-1720839340,1720839495.524,0.81,0.1324,0.78,0.1766
model-1720839340,1720839495.595,0.81,0.1545,0.78,0.1794
model-1720839340,1720839495.657,0.79,0.1417,0.66,0.2202
model-1720839340,1720839495.727,0.82,0.13,0.72,0.1888
model-1720839340,1720839495.8,0.71,0.1789,0.81,0.1633
model-1720839340,1720839495.881,0.8,0.1398,0.75,0.1666
model-1720839340,1720839495.96,0.79,0.1692,0.88,0.0864
model-1720839340,1720839496.03,0.86,0.133,0.91,0.1059
model-1720839340,1720839496.094,0.78,0.153,0.84,0.0934
model-1720839340,1720839496.164,0.78,0.1584,0.59,0.2285
model-1720839340,1720839496.24,0.8,0.1517,0.91,0.1007
model-1720839340,1720839496.301,0.83,0.1384,0.72,0.1655
model-1720839340,1720839496.382,0.8,0.1492,0.78,0.1524
model-1720839340,1720839496.461,0.85,0.1251,0.81,0.1839
model-1720839340,1720839496.55,0.83,0.132,0.72,0.207
model-1720839340,1720839496.618,0.85,0.1084,0.94,0.085
model-1720839340,1720839496.689,0.83,0.1317,0.62,0.2299
model-1720839340,1720839496.753,0.78,0.1358,0.75,0.171
model-1720839340,1720839496.826,0.8,0.1333,0.78,0.1636
model-1720839340,1720839496.902,0.78,0.1518,0.72,0.1495
model-1720839340,1720839497.004,0.75,0.1706,0.69,0.2093
model-1720839340,1720839497.079,0.83,0.1219,0.81,0.1288
model-1720839340,1720839497.151,0.84,0.117,0.81,0.1296
model-1720839340,1720839497.207,0.91,0.1062,0.75,0.1536
model-1720839340,1720839497.271,0.73,0.1654,0.78,0.1203
model-1720839340,1720839497.328,0.8,0.1344,0.81,0.1364
model-1720839340,1720839497.385,0.78,0.1386,0.66,0.2122
model-1720839340,1720839497.441,0.87,0.1062,0.72,0.191
model-1720839340,1720839497.494,0.78,0.1606,0.72,0.1657
model-1720839340,1720839497.545,0.81,0.1635,0.84,0.14
model-1720839340,1720839497.602,0.75,0.1646,0.78,0.1655
model-1720839340,1720839497.659,0.81,0.1357,0.81,0.1709
model-1720839340,1720839497.716,0.81,0.1383,0.88,0.1244
model-1720839340,1720839497.77,0.78,0.1607,0.78,0.1417
model-1720839340,1720839497.829,0.72,0.1888,0.72,0.1515
model-1720839340,1720839497.899,0.76,0.159,0.72,0.1954
model-1720839340,1720839497.967,0.75,0.1639,0.62,0.2869
model-1720839340,1720839498.061,0.77,0.1787,0.72,0.219
model-1720839340,1720839498.16,0.82,0.1358,0.62,0.1872
model-1720839340,1720839498.232,0.8,0.1341,0.75,0.188
model-1720839340,1720839498.295,0.77,0.1732,0.78,0.1706
model-1720839340,1720839498.361,0.82,0.1305,0.75,0.1949
model-1720839340,1720839498.43,0.78,0.144,0.81,0.1468
model-1720839340,1720839498.489,0.81,0.1261,0.78,0.1664
model-1720839340,1720839498.557,0.75,0.1764,0.84,0.1348
model-1720839340,1720839498.618,0.83,0.1191,0.69,0.2234
model-1720839340,1720839498.703,0.76,0.1739,0.62,0.2677
model-1720839340,1720839498.786,0.75,0.1788,0.69,0.179
model-1720839340,1720839498.863,0.8,0.1536,0.78,0.1666
model-1720839340,1720839498.937,0.78,0.1592,0.81,0.1467
model-1720839340,1720839499.01,0.81,0.1243,0.75,0.159
model-1720839340,1720839499.074,0.75,0.1834,0.47,0.332
model-1720839340,1720839499.136,0.78,0.1553,0.81,0.1434
model-1720839340,1720839499.204,0.83,0.1313,0.84,0.1035
model-1720839340,1720839499.283,0.8,0.1387,0.78,0.1494
model-1720839340,1720839499.362,0.81,0.1331,0.75,0.1495
model-1720839340,1720839499.43,0.76,0.1518,0.72,0.1583
model-1720839340,1720839499.489,0.72,0.177,0.66,0.2432
model-1720839340,1720839499.552,0.79,0.1393,0.69,0.1742
model-1720839340,1720839499.624,0.83,0.133,0.62,0.2328
model-1720839340,1720839499.695,0.82,0.1296,0.62,0.2153
model-1720839340,1720839499.759,0.79,0.1582,0.81,0.1508
model-1720839340,1720839499.833,0.8,0.1525,0.69,0.1903
model-1720839340,1720839499.913,0.8,0.1409,0.84,0.1276
model-1720839340,1720839500.001,0.89,0.1232,0.66,0.1878
model-1720839340,1720839500.078,0.77,0.1551,0.75,0.1293
model-1720839340,1720839500.198,0.84,0.125,0.78,0.1206
model-1720839340,1720839500.282,0.83,0.139,0.84,0.1425
model-1720839340,1720839500.35,0.76,0.1594,0.84,0.1402
model-1720839340,1720839500.42,0.78,0.1315,0.78,0.1474
model-1720839340,1720839500.497,0.77,0.1448,0.69,0.2118
model-1720839340,1720839500.577,0.76,0.1707,0.75,0.1812
model-1720839340,1720839500.657,0.83,0.1248,0.59,0.2653
model-1720839340,1720839500.719,0.77,0.1657,0.69,0.2271
model-1720839340,1720839500.786,0.74,0.1881,0.81,0.1181
model-1720839340,1720839500.857,0.82,0.1508,0.72,0.1574
model-1720839340,1720839500.925,0.85,0.1115,0.88,0.0966
model-1720839340,1720839500.997,0.79,0.1726,0.72,0.1947
model-1720839340,1720839501.062,0.8,0.1323,0.75,0.1895
model-1720839340,1720839501.123,0.85,0.117,0.81,0.1217
model-1720839340,1720839501.192,0.8,0.1503,0.91,0.0757
model-1720839340,1720839501.266,0.75,0.1448,0.66,0.2369
model-1720839340,1720839501.331,0.76,0.157,0.69,0.1819
model-1720839340,1720839501.407,0.83,0.1315,0.81,0.156
model-1720839340,1720839501.471,0.84,0.1143,0.62,0.2178
model-1720839340,1720839501.528,0.71,0.1932,0.69,0.1955
model-1720839340,1720839501.582,0.78,0.1443,0.72,0.1984
model-1720839340,1720839501.634,0.83,0.1245,0.81,0.1515
model-1720839340,1720839501.698,0.78,0.1592,0.59,0.2569
model-1720839340,1720839501.758,0.74,0.1778,0.69,0.184
model-1720839340,1720839501.819,0.81,0.1428,0.72,0.1773
model-1720839340,1720839501.887,0.8,0.1364,0.81,0.1768
model-1720839340,1720839501.988,0.69,0.1936,0.81,0.1053
model-1720839340,1720839502.07,0.8,0.137,0.84,0.1557
model-1720839340,1720839502.142,0.8,0.1293,0.78,0.1243
model-1720839340,1720839502.213,0.82,0.1289,0.75,0.1713
model-1720839340,1720839502.286,0.78,0.1532,0.72,0.1554
model-1720839340,1720839502.362,0.76,0.1679,0.72,0.2112
model-1720839340,1720839502.448,0.74,0.1575,0.66,0.2331
model-1720839340,1720839502.517,0.78,0.1633,0.81,0.1289
model-1720839340,1720839502.589,0.73,0.1606,0.84,0.1427
model-1720839340,1720839502.671,0.79,0.142,0.84,0.1015
model-1720839340,1720839502.748,0.81,0.137,0.81,0.139
model-1720839340,1720839502.825,0.81,0.1524,0.69,0.2073
model-1720839340,1720839502.903,0.69,0.2296,0.69,0.2141
model-1720839340,1720839502.986,0.74,0.1818,0.78,0.1708
model-1720839340,1720839503.068,0.81,0.1274,0.84,0.1133
model-1720839340,1720839503.136,0.77,0.1504,0.72,0.2207
model-1720839340,1720839503.201,0.77,0.1441,0.78,0.1956
model-1720839340,1720839503.262,0.66,0.2005,0.75,0.1658
model-1720839340,1720839503.321,0.81,0.1449,0.78,0.1605
model-1720839340,1720839503.376,0.78,0.1465,0.75,0.1577
model-1720839340,1720839503.432,0.8,0.168,0.69,0.1876
model-1720839340,1720839503.49,0.79,0.133,0.72,0.1787
model-1720839340,1720839503.552,0.78,0.1505,0.59,0.2679
model-1720839340,1720839503.61,0.73,0.1802,0.69,0.2056
model-1720839340,1720839503.672,0.72,0.1654,0.75,0.1949
model-1720839340,1720839503.736,0.78,0.1478,0.66,0.2001
model-1720839340,1720839503.807,0.82,0.139,0.81,0.1332
model-1720839340,1720839503.871,0.77,0.1637,0.66,0.2086
model-1720839340,1720839503.945,0.7,0.2004,0.75,0.1498
model-1720839340,1720839504.024,0.77,0.1531,0.81,0.1609
model-1720839340,1720839504.091,0.75,0.1597,0.66,0.2029
model-1720839340,1720839504.157,0.75,0.166,0.69,0.1775
model-1720839340,1720839504.223,0.77,0.1529,0.69,0.199
model-1720839340,1720839504.288,0.78,0.1566,0.69,0.213
model-1720839340,1720839504.359,0.74,0.1619,0.72,0.1973
model-1720839340,1720839504.438,0.75,0.1508,0.91,0.1039
model-1720839340,1720839504.513,0.73,0.1672,0.78,0.1504
model-1720839340,1720839504.581,0.85,0.1248,0.84,0.1474
model-1720839340,1720839504.648,0.78,0.1611,0.72,0.1935
model-1720839340,1720839504.712,0.7,0.1907,0.62,0.2273
model-1720839340,1720839504.778,0.75,0.1435,0.81,0.1582
model-1720839340,1720839504.87,0.82,0.1323,0.72,0.1677
model-1720839340,1720839504.972,0.77,0.1683,0.56,0.1955
model-1720839340,1720839505.057,0.79,0.14,0.59,0.1905
model-1720839340,1720839505.136,0.78,0.1518,0.72,0.1719
model-1720839340,1720839505.205,0.73,0.1735,0.69,0.1657
model-1720839340,1720839505.28,0.86,0.1369,0.72,0.185
model-1720839340,1720839505.356,0.74,0.1682,0.78,0.176
model-1720839340,1720839505.427,0.67,0.1977,0.69,0.1615
model-1720839340,1720839505.519,0.8,0.1513,0.69,0.2003
model-1720839340,1720839505.577,0.72,0.179,0.72,0.1718
